full_id,num_qpos,first_freq,first_width,first_norm,first_rms_power,second_freq,second_width,second_norm,second_rms_power,third_freq,third_width,third_norm,third_rms_power,confidence_class
1050360105_4,2.0,2.7990457599877123,0.258304,0.00391685,0.0082056260491428,5.431026322553276,0.591571,0.00178556,0.0021419028881804,,,,,0
1050360106_0,2.0,1.799266079195872,0.16199,0.00318888,0.0134102809463836,3.5691354664520105,0.39254,0.00135423,0.0029377633365094,,,,,0
1050360106_1,2.0,1.81925366126041,0.163764,0.00360915,0.0143276695696111,3.648873120294788,0.401244,0.00117447,0.0029315347739716,,,,,1
1050360106_2,2.0,1.901449161185431,0.1711339999999999,0.00323753,0.0123942629919551,3.813732456115946,0.343277,0.00105578,0.0032843076900356,,,,,0
1050360106_3,2.0,1.81925366126041,0.178993,0.00324199,0.0121500367538884,3.608784070324455,0.396965,0.00120212,0.0029677503787009,,,,,0
1050360106_4,2.0,1.799266079195872,0.161965,0.00343245,0.0147095770883993,3.52992246963125,0.388217,0.00132829,0.0031533190706062,,,,,0
1050360106_5,2.0,1.7406112935178513,0.156666,0.00350847,0.0211156033991069,3.452784206201428,0.310888,0.00111724,0.0032140640167045,,,,,0
1050360106_6,2.0,1.8805585223701653,0.169251,0.00313682,0.016711504249469,3.7303921840896703,0.335936,0.00105543,0.0031797766894051,,,,,0
1050360106_7,2.0,2.009435377222597,0.221025,0.00502248,0.0104144413342422,3.942246881295101,0.433631,0.00167023,0.0028814156112856,,,,,1
1050360106_8,2.0,2.077148945337289,0.186959,0.00331089,0.0140793810344629,4.21241362860418,0.379278,0.000924534,0.0022997401681319,,,,,0
1050360106_9,2.0,2.0543279468755165,0.184955,0.00443618,0.0179741730211927,4.075091960936565,0.44825,0.00138927,0.0023756172390621,,,,,1
1050360107_0,2.0,2.1709963837766555,0.19539,0.00370671,0.0158378226328412,4.259208243400194,0.425309,0.00107189,0.0025163834279404,,,,,0
1050360107_1,2.0,2.1709963837766555,0.19539,0.00356502,0.0162761273663681,4.259208243400194,0.383345,0.00112146,0.0028649300706196,,,,,0
1050360108_4,2.0,2.7990457599877123,0.3078889999999999,0.00502118,0.0087323117250112,5.676404926534723,0.511522,0.00105623,0.0017053097999949,,,,,1
1050360108_8,2.0,2.371603165072989,0.213446,0.00275796,0.007983251403639,4.704458704959767,0.509991,0.00103326,0.0020757497381151,,,,,0
1050360108_9,2.0,2.2441542037175,0.2468119999999999,0.00469888,0.0099670540201026,4.4516430634068245,0.4895850000000001,0.00209586,0.002299095307736,,,,,0
1050360109_10,2.0,2.7378791108492084,0.24645,0.00283905,0.0085940393343687,5.431026322553276,0.597391,0.00101084,0.0016130417252671,,,,,0
1050360109_2,2.0,3.4911402939810827,0.314685,0.00300064,0.0058110882673567,6.773906701840013,0.6096550000000001,0.000572466,0.0008711186178201,,,,,1
1050360109_3,2.0,3.4911402939810827,0.314203,0.00190635,0.0080688697334711,6.925241789239067,0.6232880000000001,0.000790191,0.0012371821710923,,,,,0
1050360109_5,2.0,3.2672330282700783,0.294053,0.00242513,0.0073431953207503,6.553082194340317,0.5904010000000001,0.000894562,0.0010776854860366,,,,,1
1050360109_8,2.0,3.0916532929704084,0.280871,0.00318233,0.0055585466013906,5.932869954281387,0.65178,0.00116186,0.0013890648416348,,,,,0
1050360110_0,2.0,2.861578926351908,0.2575469999999999,0.00288161,0.0076241901055444,5.676404926534723,0.5919770000000001,0.000946298,0.0011743258485565,,,,,0
1050360110_3,2.0,3.942246881295101,0.354824,0.00228098,0.0064922194195742,7.820084713556388,0.7039489999999999,0.000636084,0.0007651401400464,,,,,0
1050360110_4,2.0,3.986040283488161,0.358761,0.00202823,0.0035157824109859,7.906956014455752,0.711657,0.000624263,0.0008222987401349,,,,,0
1050360110_5,2.0,4.756719321397685,0.428131,0.00184514,0.0043813565267118,9.54054162002339,0.858658,0.00044645,0.0004739286318821,,,,,0
1050360110_6,2.0,4.756719321397685,0.4281140000000001,0.00213836,0.0035213721559727,9.54054162002339,0.8586540000000001,0.000418465,0.0003987262198945,,,,,0
1050360111_2,0.0,,,,,,,,,,,,,0
1050360111_3,1.0,7.238130378163924,0.796194,0.00106616,0.0004832816443205,,,,,,,,,2
1050360111_6,1.0,8.830554482909648,0.7947770000000001,0.000319242,0.0004069297795046,,,,,,,,,2
1050360112_1,0.0,,,,,,,,,,,,,0
1050360112_3,1.0,7.482039508032168,0.823023,0.000668043,0.0004394844647949,,,,,,,,,2
1050360113_0,1.0,7.399836634479451,0.813951,0.000691796,0.0004313649326358,,,,,,,,,2
1050360113_1,1.0,8.830554482909648,0.8774360000000001,0.000401689,0.0003013585062466,,,,,,,,,2
1050360113_2,1.0,8.637583208386094,0.884466,0.000440108,0.0003578380973563,,,,,,,,,2
1050360113_4,1.0,9.332055224336226,0.83991,0.000312581,0.000278202417024,,,,,,,,,2
1050360113_7,0.0,,,,,,,,,,,,,1
1050360114_1,0.0,,,,,,,,,,,,,0
1050360114_2,0.0,,,,,,,,,,,,,0
1050360115_10,0.0,,,,,,,,,,,,,0
1050360115_12,0.0,,,,,,,,,,,,,1
1050360115_14,0.0,,,,,,,,,,,,,1
1050360115_15,0.0,,,,,,,,,,,,,1
1050360115_16,0.0,,,,,,,,,,,,,0
1050360115_17,0.0,,,,,,,,,,,,,0
1050360115_18,0.0,,,,,,,,,,,,,0
1050360115_19,0.0,,,,,,,,,,,,,0
1050360115_2,0.0,,,,,,,,,,,,,0
1050360115_20,0.0,,,,,,,,,,,,,0
1050360115_21,0.0,,,,,,,,,,,,,1
1050360115_4,0.0,,,,,,,,,,,,,0
1050360115_6,0.0,,,,,,,,,,,,,0
1050360116_1,0.0,,,,,,,,,,,,,1
1050360116_2,0.0,,,,,,,,,,,,,0
1050360116_3,0.0,,,,,,,,,,,,,0
1050360116_4,0.0,,,,,,,,,,,,,1
1050360116_6,0.0,,,,,,,,,,,,,0
1050360116_7,0.0,,,,,,,,,,,,,1
1050360116_8,0.0,,,,,,,,,,,,,1
1050360117_1,0.0,,,,,,,,,,,,,0
1050360117_2,0.0,,,,,,,,,,,,,0
1050360117_7,0.0,,,,,,,,,,,,,0
1050360117_8,0.0,,,,,,,,,,,,,0
1050360118_0,0.0,,,,,,,,,,,,,1
1050360118_1,0.0,,,,,,,,,,,,,0
1050360118_3,0.0,,,,,,,,,,,,,0
1050360118_4,0.0,,,,,,,,,,,,,0
1050360118_5,0.0,,,,,,,,,,,,,0
1050360119_0,1.0,6.409879791190343,0.5770029999999999,3.5058e-05,2.980389436458901e-05,,,,,,,,,3
1050360119_3,1.0,4.501095216193277,0.422083,4.32332e-05,9.496385311521788e-05,,,,,,,,,3
1050360119_4,1.0,5.026860711845576,0.552955,7.04218e-05,6.876171628007658e-05,,,,,,,,,2
1050360120_0,0.0,,,,,,,,,,,,,0
1050360120_2,0.0,,,,,,,,,,,,,0
1050360120_3,0.0,,,,,,,,,,,,,2
1050360120_4,0.0,,,,,,,,,,,,,2
1050360120_5,0.0,,,,,,,,,,,,,0
1050360120_6,0.0,,,,,,,,,,,,,0
1050360120_7,0.0,,,,,,,,,,,,,0
1130360103_0,0.0,,,,,,,,,,,,,0
1130360103_1,0.0,,,,,,,,,,,,,0
1130360103_2,0.0,,,,,,,,,,,,,0
1130360103_3,2.0,7.079957836796884,0.7787930000000001,0.000778907,0.0005267454622603,14.67877357520968,1.61453,3.6681e-05,3.6690346274032346e-05,,,,,3
1130360104_0,2.0,5.371357301883837,0.483429,0.00154103,0.0021785387515982,10.773319683613696,0.969603,0.00024729,0.0002394726066756,,,,,0
1130360104_1,2.0,5.614040006393758,0.505267,0.00137277,0.0018508256112714,11.385153042369849,1.02467,0.000204679,0.0002101440760012,,,,,0
1130360105_0,2.0,6.065415534340013,0.620618,0.00119821,0.0014022130158768,12.300532957617325,1.10714,0.000110072,0.0001145723129587,,,,,0
1130360105_1,2.0,6.269806744221129,0.6779069999999999,0.00093757,0.0009976977891831,13.289510512362488,1.46184,8.02093e-05,8.099280019525759e-05,,,,,3
1130360105_2,2.0,5.5523602705048924,0.499724,0.0014643,0.0020041954034242,11.136356944969188,1.0023,0.000206303,0.0001995956293184,,,,,0
1130360105_3,2.0,5.867687331530871,0.645426,0.00127719,0.0012454248414796,11.899544391947856,1.14213,0.000127801,0.0001313147041066,,,,,3
1130360106_0,1.0,6.849156281469202,0.753396,0.000750408,0.0006868892708277,,,,,,,,,2
1130360106_1,2.0,6.6994838662653695,0.736919,0.000858822,0.0007499201046909,13.4371402515293,1.20938,3.96906e-05,7.175106384732425e-05,,,,,3
1130360107_0,2.0,4.704458704959767,0.4234189999999999,0.00181055,0.0034028822040048,9.435722615048434,0.8716020000000001,0.000490468,0.000437737071795,,,,,0
1130360107_11,2.0,4.4516430634068245,0.400651,0.00186007,0.0037154990318461,8.928650831439386,0.803611,0.000487708,0.000556793070899,,,,,0
1130360107_12,2.0,4.601653677937229,0.414274,0.00203017,0.0038930435664492,9.027836906963444,0.813571,0.000513192,0.0005961075791859,,,,,0
1130360107_13,2.0,4.4516430634068245,0.438084,0.00226871,0.0029446272577124,8.733535888877936,0.786349,0.000453601,0.0006526194657729,,,,,0
1130360107_14,2.0,4.601653677937229,0.414149,0.00191167,0.0033182052925415,9.128124814977491,0.821542,0.000426935,0.0004854278620759,,,,,0
1130360107_15,2.0,5.614040006393758,0.505352,0.0013905999999999,0.0016918828259132,11.260067857385788,1.01347,0.000170197,0.0001975637499074,,,,,0
1130360107_6,2.0,4.501095216193277,0.405136,0.00177819,0.0042348073951184,9.229526795454028,0.8310569999999999,0.0004169359999999,0.0005465455857436,,,,,1
1130360107_7,2.0,4.4516430634068245,0.400652,0.0019807,0.0034309753794644,8.830554482909648,0.7949390000000001,0.000373455,0.0005028162964458,,,,,0
1130360108_2,2.0,5.932869954281387,0.567725,0.00122517,0.0014175052434059,12.031733356556671,1.0829799999999998,0.000109745,0.0001154259453483,,,,,3
1130360109_2,0.0,,,,,,,,,,,,,0
1130360109_5,0.0,,,,,,,,,,,,,0
1130360110_0,1.0,7.0021725112593725,0.770237,0.0006369419999999,0.000482697842865,,,,,,,,,2
1130360110_1,2.0,5.867687331530871,0.55337,0.00123386,0.0015240295603552,11.768807746954716,1.05924,0.000140417,0.0001422831284984,,,,,3
1130360110_3,1.0,9.027836906963444,0.812513,0.000232695,0.0002983226533275,,,,,,,,,2
1130360110_6,0.0,,,,,,,,,,,,,0
1130360111_0,0.0,,,,,,,,,,,,,0
1130360111_2,0.0,,,,,,,,,,,,,0
1130360111_3,0.0,,,,,,,,,,,,,0
1130360113_0,1.0,7.399836634479451,0.81395,0.000569849,0.0004863790167436,,,,,,,,,2
1130360113_1,2.0,5.196254900418639,0.467683,0.00125657,0.0024670193066555,10.537893784343142,0.948479,0.000282509,0.0002664588347276,,,,,1
1130360130_4,0.0,,,,,,,,,,,,,0
1130360130_5,0.0,,,,,,,,,,,,,0
1130360130_6,0.0,,,,,,,,,,,,,0
1130360130_8,0.0,,,,,,,,,,,,,0
1130360130_9,0.0,,,,,,,,,,,,,0
1130360131_0,0.0,,,,,,,,,,,,,0
1130360131_1,0.0,,,,,,,,,,,,,0
1130360131_2,0.0,,,,,,,,,,,,,0
1130360131_3,0.0,,,,,,,,,,,,,0
1130360131_4,0.0,,,,,,,,,,,,,1
1130360131_5,0.0,,,,,,,,,,,,,0
1130360131_6,0.0,,,,,,,,,,,,,0
1130360131_7,0.0,,,,,,,,,,,,,0
1130360131_8,0.0,,,,,,,,,,,,,0
1130360132_0,0.0,,,,,,,,,,,,,0
1130360132_1,0.0,,,,,,,,,,,,,0
1130360132_2,0.0,,,,,,,,,,,,,0
1130360133_0,0.0,,,,,,,,,,,,,0
1130360134_0,0.0,,,,,,,,,,,,,0
1130360135_1,0.0,,,,,,,,,,,,,0
1130360137_0,0.0,,,,,,,,,,,,,0
1130360138_0,0.0,,,,,,,,,,,,,0
1130360138_1,0.0,,,,,,,,,,,,,0
1130360143_1,0.0,,,,,,,,,,,,,0
1130360144_4,0.0,,,,,,,,,,,,,0
1130360144_5,0.0,,,,,,,,,,,,,0
1130360145_0,0.0,,,,,,,,,,,,,0
1130360145_2,0.0,,,,,,,,,,,,,0
1130360145_3,0.0,,,,,,,,,,,,,0
1130360145_4,0.0,,,,,,,,,,,,,0
1130360146_0,0.0,,,,,,,,,,,,,0
1130360146_1,0.0,,,,,,,,,,,,,0
1130360146_10,0.0,,,,,,,,,,,,,0
1130360146_4,0.0,,,,,,,,,,,,,0
1130360146_6,0.0,,,,,,,,,,,,,0
1130360146_7,0.0,,,,,,,,,,,,,0
1130360146_8,0.0,,,,,,,,,,,,,1
1130360146_9,0.0,,,,,,,,,,,,,0
1130360147_2,0.0,,,,,,,,,,,,,0
1130360152_0,0.0,,,,,,,,,,,,,0
1130360152_1,0.0,,,,,,,,,,,,,0
1130360153_0,0.0,,,,,,,,,,,,,0
1130360155_0,0.0,,,,,,,,,,,,,0
1130360155_1,0.0,,,,,,,,,,,,,0
1130360156_0,0.0,,,,,,,,,,,,,0
1130360156_1,0.0,,,,,,,,,,,,,0
1130360156_3,0.0,,,,,,,,,,,,,0
1130360156_5,0.0,,,,,,,,,,,,,0
1130360156_6,0.0,,,,,,,,,,,,,0
1130360157_0,0.0,,,,,,,,,,,,,0
1130360157_2,0.0,,,,,,,,,,,,,0
1130360157_3,0.0,,,,,,,,,,,,,0
1130360157_4,0.0,,,,,,,,,,,,,0
1130360157_5,0.0,,,,,,,,,,,,,0
1130360158_2,0.0,,,,,,,,,,,,,0
1130360158_3,0.0,,,,,,,,,,,,,0
1130360160_0,0.0,,,,,,,,,,,,,0
1130360160_1,0.0,,,,,,,,,,,,,0
1130360160_2,0.0,,,,,,,,,,,,,0
1130360161_0,0.0,,,,,,,,,,,,,0
1130360181_0,0.0,,,,,,,,,,,,,0
1130360181_2,0.0,,,,,,,,,,,,,0
1130360181_3,0.0,,,,,,,,,,,,,0
1130360181_5,0.0,,,,,,,,,,,,,0
1130360181_6,0.0,,,,,,,,,,,,,0
1130360182_0,0.0,,,,,,,,,,,,,0
1130360182_1,0.0,,,,,,,,,,,,,0
1130360182_2,0.0,,,,,,,,,,,,,0
1130360182_3,0.0,,,,,,,,,,,,,0
1130360182_4,0.0,,,,,,,,,,,,,0
1130360182_9,0.0,,,,,,,,,,,,,0
1130360183_0,0.0,,,,,,,,,,,,,0
1130360183_1,0.0,,,,,,,,,,,,,0
1130360183_2,0.0,,,,,,,,,,,,,0
1130360183_3,0.0,,,,,,,,,,,,,0
1130360183_4,0.0,,,,,,,,,,,,,0
1130360183_6,0.0,,,,,,,,,,,,,0
1130360183_7,0.0,,,,,,,,,,,,,0
1130360183_8,0.0,,,,,,,,,,,,,0
1130360184_0,0.0,,,,,,,,,,,,,0
1130360184_10,0.0,,,,,,,,,,,,,0
1130360184_11,0.0,,,,,,,,,,,,,0
1130360184_12,0.0,,,,,,,,,,,,,0
1130360184_13,0.0,,,,,,,,,,,,,0
1130360184_14,0.0,,,,,,,,,,,,,0
1130360184_15,0.0,,,,,,,,,,,,,0
1130360184_16,0.0,,,,,,,,,,,,,0
1130360184_17,0.0,,,,,,,,,,,,,0
1130360184_3,0.0,,,,,,,,,,,,,0
1130360184_4,0.0,,,,,,,,,,,,,0
1130360184_7,0.0,,,,,,,,,,,,,0
1130360184_9,0.0,,,,,,,,,,,,,0
1130360185_0,0.0,,,,,,,,,,,,,0
1130360185_1,0.0,,,,,,,,,,,,,0
1130360185_2,0.0,,,,,,,,,,,,,0
1130360186_0,0.0,,,,,,,,,,,,,0
1130360186_1,0.0,,,,,,,,,,,,,1
1130360187_0,0.0,,,,,,,,,,,,,0
1130360188_0,0.0,,,,,,,,,,,,,0
1130360199_1,0.0,,,,,,,,,,,,,0
1130360199_2,0.0,,,,,,,,,,,,,0
1130360201_0,0.0,,,,,,,,,,,,,0
1130360202_0,0.0,,,,,,,,,,,,,0
1130360203_0,0.0,,,,,,,,,,,,,0
1130360203_1,0.0,,,,,,,,,,,,,0
1130360203_2,0.0,,,,,,,,,,,,,0
1130360204_0,0.0,,,,,,,,,,,,,0
1130360205_0,0.0,,,,,,,,,,,,,0
1130360205_1,0.0,,,,,,,,,,,,,0
1130360205_2,0.0,,,,,,,,,,,,,0
1130360206_0,0.0,,,,,,,,,,,,,0
1130360206_1,0.0,,,,,,,,,,,,,0
1130360207_0,0.0,,,,,,,,,,,,,0
1130360207_1,0.0,,,,,,,,,,,,,0
1130360208_0,0.0,,,,,,,,,,,,,0
1130360209_0,0.0,,,,,,,,,,,,,0
1130360226_3,0.0,,,,,,,,,,,,,0
1130360226_4,0.0,,,,,,,,,,,,,0
1130360226_5,0.0,,,,,,,,,,,,,0
1130360226_6,0.0,,,,,,,,,,,,,0
1130360227_0,0.0,,,,,,,,,,,,,0
1130360227_1,0.0,,,,,,,,,,,,,0
1130360228_1,0.0,,,,,,,,,,,,,0
1130360228_4,0.0,,,,,,,,,,,,,0
1130360229_1,0.0,,,,,,,,,,,,,0
1130360229_2,0.0,,,,,,,,,,,,,0
1130360230_0,0.0,,,,,,,,,,,,,0
1130360230_2,0.0,,,,,,,,,,,,,0
1130360231_0,0.0,,,,,,,,,,,,,0
1130360231_1,0.0,,,,,,,,,,,,,0
1130360231_2,0.0,,,,,,,,,,,,,0
1130360231_3,0.0,,,,,,,,,,,,,0
1130360232_0,0.0,,,,,,,,,,,,,0
1130360232_2,0.0,,,,,,,,,,,,,0
1130360248_0,0.0,,,,,,,,,,,,,0
