observation_ID,hardness_ratio
50405-01-03-00,4.320763500931099
50703-01-08-00,4.706827309236948
50703-01-17-00,4.773175542406312
50703-01-17-01,4.657927079065956
50703-01-17-02,4.624587458745874
50703-01-18-00,4.9342846413818995
50703-01-18-01,4.617215390717969
50703-01-18-02,4.710711493354183
50703-01-18-03,4.6347120216466955
50703-01-19-03,6.016302918748356
50703-01-21-00,4.239167374681394
50703-01-21-01,4.267208208636169
50703-01-21-02,4.278540772532189
50703-01-24-01,5.5400572246065805
50703-01-25-00,4.4343891402714934
50703-01-25-01,4.70889063729347
50703-01-25-02,4.43505617977528
50703-01-27-03,5.237584851732763
50703-01-28-00,5.100074128984433
50703-01-28-01,5.009823182711198
50703-01-28-02,4.802965275068279
50703-01-40-01,6.596701649175412
50703-01-40-02,6.4624422996223245
50703-01-40-03,6.546826453617399
50703-01-41-00,6.890080428954424
50703-01-41-01,6.460133300419649
50703-01-41-02,6.266213712168005
50703-01-41-03,6.080655324511658
50703-01-42-00,4.736603088101726
50703-01-42-01,4.703237410071942
50703-01-42-02,4.7917620137299775
50703-01-43-00,3.9991419991419996
50703-01-43-01,3.973333333333333
50703-01-43-02,4.010344827586207
50703-01-44-01,4.712746858168761
50703-01-45-00,5.588130139435109
50703-01-45-01,5.665829145728644
50703-01-46-00,4.728903383611904
50703-01-46-01,5.038314176245211
50703-01-46-02,5.348684210526316
50703-01-48-00,6.2628806961300665
50703-01-49-00,4.7097625329815305
50703-01-50-00,3.920627802690583
50703-01-50-01,3.9238052299368795
50703-01-50-02,3.942112240388864
50703-01-51-00,4.315832988838363
50703-01-51-01,4.278074866310161
50703-01-52-00,4.158594084869267
50703-01-52-01,4.14377133105802
50703-01-52-02,4.088737201365188
50703-01-53-00,4.343096234309623
50703-01-53-01,4.511530398322851
50703-01-53-02,4.513054289266473
50703-01-54-00,4.033595113438046
50703-01-54-01,4.028033289531319
50703-01-54-02,4.019088937093275
50703-01-55-00,4.555102040816327
50703-01-55-01,4.616279069767442
50703-01-56-00,4.749903063202792
50703-01-59-00,4.052749217702281
50703-01-59-01,4.044235924932976
50703-01-62-00,5.727361882968291
50703-01-62-01,5.723838181210297
50703-01-62-02,5.780848329048843
50703-01-62-03,5.569662545940528
50703-01-64-00,4.054837271511368
50703-01-65-01,3.899434044405747
50703-01-66-00,3.8730158730158726
50703-01-66-01,3.91685292802861
50703-01-67-00,4.098065677013045
50703-01-67-01,4.1173814898419865
50703-01-67-02,4.093309057806099
60100-01-01-00,4.117541498429789
60100-01-01-01,4.12955643390426
60100-01-02-00,5.505740841990159
60100-01-03-01,4.21788689171416
60405-01-01-00,4.8235782482357825
60405-01-01-01,4.274647887323944
60405-01-03-00,4.366812227074235
60405-01-04-00,4.041272570937231
60405-01-04-01,4.339622641509433
60405-01-04-02,4.18255664814023
60405-01-04-03,4.0916808149405774
60405-01-04-04,4.207211120764553
60405-01-04-05,4.438419829589466
60405-01-04-06,4.5790629575402635
60405-01-04-07,4.466019417475728
60405-01-04-08,4.281449893390192
60701-01-01-00,4.297169811320755
60701-01-01-01,4.13049925852694
60701-01-04-00,5.703269586674892
60701-01-04-02,5.702099737532808
60405-01-04-03,4.0916808149405774
60701-01-05-00,4.888521882741536
60405-01-04-04,4.207211120764553
60701-01-05-01,4.8031173092698936
60405-01-04-05,4.438419829589466
60405-01-04-06,4.5790629575402635
60701-01-06-00,5.41159420289855
60405-01-04-07,4.466019417475728
60701-01-06-01,5.708889448501637
60405-01-04-08,4.281449893390192
60701-01-06-02,5.443468404647209
60701-01-01-00,4.297169811320755
60701-01-20-00,8.7322695035461
60701-01-01-01,4.13049925852694
60701-01-23-00,5.983070411696807
60701-01-04-00,5.703269586674892
60701-01-23-01,5.965931087882307
60701-01-24-00,4.5724907063197024
60701-01-24-01,4.611023622047244
60701-01-24-02,4.6314803247970024
60701-01-25-00,4.572420321868098
60701-01-25-01,4.562342569269521
60701-01-26-00,4.582377988863413
60701-01-26-01,4.641447368421052
60701-01-26-02,4.710411784399063
60701-01-26-03,4.726848767488342
60701-01-28-00,4.253826530612245
60701-01-29-00,4.260668210387033
60701-01-30-00,5.2
60701-01-30-01,5.182094081942337
60701-01-30-02,5.1556567957479125
60701-01-31-01,8.38019801980198
60701-01-33-00,4.273127753303965
60701-01-33-01,4.233518665607625
60702-01-01-00,5.654730090860503
60702-01-01-01,5.317175344105326
60702-01-01-02,5.5661404463799675
60702-01-01-10,5.932203389830508
70702-01-01-00,4.030915576694412
70702-01-03-00,5.122699386503068
70702-01-03-01,5.074171029668412
60701-01-33-00,4.273127753303965
70702-01-04-00,6.374309392265194
60701-01-33-01,4.233518665607625
70702-01-04-01,6.45452328700317
60702-01-01-00,5.654730090860503
60702-01-01-01,5.317175344105326
70702-01-04-02,6.5974601894779275
60702-01-01-02,5.5661404463799675
70702-01-05-00,5.099480968858132
60702-01-01-10,5.932203389830508
70702-01-05-01,4.806828391734053
70702-01-01-00,4.030915576694412
70702-01-05-02,4.828201695671575
70702-01-03-00,5.122699386503068
70702-01-03-01,5.074171029668412
70702-01-05-03,4.716137684398748
70702-01-06-00,3.860377358490566
70702-01-06-01,3.8456284153005464
70702-01-07-00,3.7591928251121076
70702-01-08-00,4.31047197640118
70702-01-08-01,4.377794336810731
70702-01-09-00,3.9140414041404146
70702-01-10-00,4.015132408575032
70702-01-11-00,3.6489082969432314
70702-01-11-01,3.690580985915493
70702-01-12-00,4.2613240418118465
70702-01-12-01,4.152976966536289
70702-01-14-00,4.254337899543379
70702-01-18-00,4.273824386183937
70702-01-18-01,4.26369168356998
70702-01-19-00,4.045437889336753
70702-01-20-00,5.198494182067077
70702-01-20-01,5.199047294998299
70702-01-21-00,4.693543100622747
70702-01-21-01,4.508771929824562
60701-01-33-00,4.273127753303965
60701-01-33-01,4.233518665607625
60702-01-01-00,5.654730090860503
60702-01-01-01,5.317175344105326
60702-01-01-02,5.5661404463799675
60702-01-01-10,5.932203389830508
70702-01-01-00,4.030915576694412
70702-01-03-00,5.122699386503068
70702-01-03-01,5.074171029668412
70702-01-04-00,6.374309392265194
70702-01-04-01,6.45452328700317
70702-01-04-02,6.5974601894779275
70702-01-05-00,5.099480968858132
70702-01-05-01,4.806828391734053
70702-01-05-02,4.828201695671575
70702-01-05-03,4.716137684398748
70702-01-06-00,3.860377358490566
70702-01-06-01,3.8456284153005464
70702-01-07-00,3.7591928251121076
70702-01-08-00,4.31047197640118
70702-01-08-01,4.377794336810731
70702-01-09-00,3.9140414041404146
70702-01-10-00,4.015132408575032
70702-01-11-00,3.6489082969432314
70702-01-11-01,3.690580985915493
70702-01-12-00,4.2613240418118465
70702-01-12-01,4.152976966536289
70702-01-14-00,4.254337899543379
70702-01-18-00,4.273824386183937
70702-01-18-01,4.26369168356998
70702-01-19-00,4.045437889336753
70702-01-20-00,5.198494182067077
70702-01-20-01,5.199047294998299
70702-01-21-00,4.693543100622747
70702-01-21-01,4.508771929824562
70702-01-22-00,5.734664764621969
70702-01-23-00,4.7959516813581455
70702-01-24-00,4.572356215213358
70702-01-25-00,5.358982126628294
70702-01-25-01,5.525164113785558
70702-01-32-00,5.936698032506415
70702-01-32-01,5.7894736842105265
70702-01-32-02,5.723377174374205
70702-01-44-00,6.761786600496277
70702-01-44-01,7.363387978142077
70702-01-45-00,8.714096332302253
70702-01-46-00,8.049832295160519
70702-01-47-00,5.1684280052840155
70702-01-47-01,5.100864553314121
70702-01-48-00,5.689269746646796
70702-01-48-01,5.582329317269076
70702-01-50-00,4.598825831702544
70702-01-50-01,4.584291817285573
70702-01-51-00,4.402810304449649
70702-01-52-00,4.7388486465878765
70702-01-54-00,4.801431127012522
70702-01-54-01,4.688912061174835
70703-01-01-02,8.157784305497271
70703-01-01-03,7.379190248149761
70703-01-01-04,6.915167095115681
70703-01-01-05,6.59215520877267
70703-01-01-07,6.489451476793249
70703-01-01-08,6.191462909241608
70703-01-01-10,6.258417508417509
70703-01-01-11,6.483141271873666
70703-01-01-12,6.238532110091743
70703-01-01-13,6.273031825795645
70703-01-01-14,6.071428571428571
80127-02-01-01,4.925876010781671
80127-02-02-00,4.93657867672266
80127-02-02-01,4.888287068381856
80127-02-02-02,4.943896633798028
80127-02-03-00,4.932614555256064
80127-05-05-00,6.49804061275383
80127-05-05-01,6.3468208092485545
80127-05-05-02,6.4755604557148105
80188-01-01-00,4.47719298245614
80188-01-01-01,4.442508710801394
80188-01-01-02,4.4972067039106145
80188-01-01-03,4.411866160745085
80188-01-01-04,4.460835967685283
80188-02-01-00,4.169939307390218
80188-03-01-01,4.08039843472074
80701-01-01-00,4.245356037151703
80701-01-01-01,4.287392325763508
80701-01-01-02,4.43875541551792
80701-01-02-00,4.608766898811963
80701-01-02-01,4.84201537147737
80701-01-02-02,4.9593147751606
80701-01-08-01,5.4550335570469795
80701-01-11-00,4.520331622581918
80701-01-11-01,4.476190476190476
80701-01-11-02,4.577922077922078
80701-01-12-00,4.532833020637899
80701-01-19-00,4.832600608725059
80701-01-19-01,4.840871021775544
80701-01-19-02,4.809187279151944
80701-01-19-03,4.623736428304006
80701-01-23-00,3.988919667590028
80701-01-23-01,4.001217038539553
80701-01-23-02,4.06799531066823
80701-01-26-00,3.9580306698950762
80701-01-32-00,3.6381306865177834
80701-01-40-01,6.878565607171964
80701-01-51-00,3.7388820889432886
80701-01-52-01,5.013306719893546
80701-01-53-00,4.263245033112583
80701-01-53-01,4.099201345102984
80701-01-54-00,3.9735099337748347
80701-01-54-01,4.215420379697791
80701-01-54-02,3.923801720606309
80701-01-55-00,3.870886075949367
80701-01-55-01,3.8794508794508795
80701-01-55-02,3.788479262672811
80701-01-56-00,3.6941008563273074
80701-01-57-00,3.3940696175333045
80701-01-58-00,3.8810720268006698
80701-01-58-01,3.8336914482165882
80701-01-58-02,3.8477523324851566
80701-01-58-03,3.769704433497537
80701-01-59-00,4.038766519823788
80701-01-59-01,3.9452115812917596
80701-01-59-02,3.93804920913884
80701-01-60-00,4.756054756054756
80701-01-60-02,4.766763848396502
80701-01-61-00,4.345742720235901
80701-01-61-01,4.452554744525547
80701-01-61-02,4.241140215716486
80701-01-62-00,3.6160596752961824
80701-01-62-01,3.585858585858586
80701-01-62-02,3.584995663486557
90105-01-03-00,6.6784140969163
90105-01-03-01,6.81640625
90105-02-01-00,7.100958826847151
90105-02-01-01,7.164835164835165
90105-02-01-02,6.976678842371453
90105-02-02-00,6.998861047835991
90105-02-03-00,6.949320148331273
90105-02-04-00,4.811465721040189
90105-02-05-00,5.02229845626072
90105-05-03-00,4.879389312977099
90105-05-03-01,4.898659183037107
90105-05-03-02,4.8985326256634405
90105-05-03-03,4.917368256937948
90105-05-03-04,5.181086519114689
90105-05-03-05,5.127005347593583
90105-07-01-00,7.152006831767721
90105-07-02-00,7.081419624217119
90105-07-03-00,7.216408539137714
90105-09-02-00,4.262763298821849
90105-09-05-00,4.749524413443247
90105-09-06-00,4.215617128463476
90105-09-07-00,3.5750326228795126
90105-09-08-01,3.9153814089203833
90105-10-01-00,3.550895587592835
90105-10-05-00,4.6309217774513405
90105-10-06-00,3.585881294964029
90105-10-07-00,3.7279745685740235
90108-01-02-00,5.222689075630252
90108-01-03-00,4.674175382139984
90108-01-04-00,4.350877192982456
90108-01-05-00,4.4369279745324315
90108-01-06-00,4.125144843568946
90412-01-01-00,5.179765886287625
90701-01-01-00,4.304775280898876
90701-01-01-02,4.372555990046214
90701-01-02-00,4.165482954545454
90701-01-02-01,4.179051663128096
90701-01-02-02,4.1752760954755965
90701-01-02-03,4.161911554921541
90701-01-03-00,3.8477157360406093
90701-01-04-00,4.06644998194294
90701-01-05-00,3.866906474820144
90701-01-06-00,5.1923076923076925
90701-01-07-00,4.9979018044481744
90701-01-07-01,4.962593516209476
90701-01-08-00,6.002260738507913
90701-01-18-00,4.8401512547267105
90701-01-19-00,4.01859410430839
90701-01-26-00,4.03607666290868
90701-01-48-00,5.667655786350148
90701-01-50-00,5.629752066115702
90701-01-50-01,5.621459513495501
91701-01-01-00,4.96372430471584
91701-01-01-01,4.970432617491441
91701-01-02-00,5.13452188006483
91701-01-02-01,5.177698076296055
91701-01-02-02,5.095238095238095
91701-01-03-00,4.676452965847813
91701-01-03-01,4.650401666170782
91701-01-04-00,4.9582358837287
91701-01-06-00,6.566135286514434
91701-01-07-00,5.358695652173913
91701-01-14-01,4.63337296868807
91701-01-15-00,4.072815533980583
91701-01-22-00,4.163934426229508
91701-01-30-00,5.263736263736264
91701-01-30-01,5.292517006802721
91701-01-31-00,6.641524414450179
91701-01-32-00,5.35430349118562
91701-01-32-01,5.356273896419882
91701-01-33-01,8.824777259227833
91701-01-34-00,6.187167960768288
91701-01-34-01,6.308139534883721
91701-01-42-00,5.636955636955637
91701-01-42-01,5.3595550258243945
91701-01-43-00,5.270975511842634
91701-01-43-01,5.0198886237072395
91701-01-44-00,4.440981690689521
91701-01-44-01,4.6174970576696746
91701-01-45-00,4.560770156438026
91701-01-48-00,4.836670179135933
91701-01-49-00,3.8742138364779874
91701-01-50-00,4.202547770700638
91701-01-51-00,3.9926769731489014
91701-01-51-01,4.0476190476190474
91701-01-51-02,4.0852109791069235
91701-01-54-00,4.907786885245901
91701-01-54-01,4.639405204460966
91701-01-55-00,3.4964381121994657
91701-01-56-00,3.7179711412330563
91701-01-57-00,3.9777702930279557
91701-01-57-01,3.9714190761050188
91701-01-57-02,4.0159045725646125
91701-01-58-00,4.6043417366946775
91701-01-58-02,5.011614401858305
91701-01-59-00,4.181264280274181
91701-01-59-01,4.055597867479055
91701-01-60-02,5.163333333333333
91701-01-64-00,4.324233232221099
91701-01-64-01,4.365430418509698
91701-01-65-00,4.115713346482577
91701-01-65-01,4.0660407898996445
91701-01-66-00,4.180522565320666
91701-01-67-00,3.91072618254497
91701-01-68-00,6.695549428909019
91701-01-68-01,5.971887550200803
91701-01-68-02,5.746298519407763
91701-01-69-00,5.5418816990869395
91701-01-69-01,5.298301066772027
91701-01-71-00,6.937850668968494
91701-01-71-01,6.928390513469951
91701-01-73-00,4.0025641025641026
91701-01-74-00,4.781316348195329
91701-01-76-00,4.813627254509018
91701-01-76-01,4.601097509497678
91701-01-78-00,3.9828092243186584
91701-01-79-00,4.120561519405451
91701-01-79-01,4.311400153022189
91701-01-80-00,4.382673942701228
92082-03-01-00,4.781762295081967
92437-01-01-00,3.679924242424242
92702-01-01-00,4.35218612113919
92702-01-01-01,4.337005303957568
92702-01-02-00,3.64256480218281
92702-01-02-01,3.648361381753764
92702-01-03-00,3.9969591659426587
92702-01-05-00,3.9393939393939394
92702-01-05-01,4.494787489975942
92702-01-06-00,3.6515463917525772
92702-01-08-00,4.694621168305379
92702-01-08-01,5.037015276145711
92702-01-08-02,4.9890710382513666
92702-01-08-03,4.507611241217798
92702-01-09-00,4.4753086419753085
92702-01-20-01,4.271844660194175
92702-01-20-02,4.38192158036516
92702-01-21-00,4.234800838574423
92702-01-21-01,4.0671194566520175
92702-01-21-02,4.0396825396825395
92702-01-22-00,5.597638957206099
92702-01-22-01,5.599302267630201
92702-01-28-00,5.667595642259944
92702-01-28-01,5.630946419629445
92702-01-29-00,4.544423440453686
92702-01-30-00,5.012360939431397
92702-01-31-00,4.793491864831038
92702-01-31-01,4.811381074168798
92702-01-32-00,4.6251629726206
92702-01-32-01,4.58470665787739
92702-01-32-02,4.649182561307901
92702-01-33-00,4.44
94701-01-10-00,4.162629757785467
94701-01-11-00,3.8458225667527994
94701-01-12-00,3.35198950590293
94701-01-12-01,3.328953131844065
94701-01-13-00,4.119152046783626
94701-01-34-00,6.044327573253193
94701-01-34-01,6.0115163147792705
94701-01-35-00,6.280653950953678
94701-01-46-00,5.048840048840049
96701-01-52-00,5.931780366056572
